epoch,loss,accuracy,val_loss,val_accuracy
1,3.7234106063842773,0.20225000381469727,2.7629876136779785,0.24250000715255737
2,2.416098117828369,0.4152500033378601,1.6943222284317017,0.5274999737739563
3,1.9277681112289429,0.5526250004768372,1.3639370203018188,0.5874999761581421
4,1.6727008819580078,0.625,1.1429188251495361,0.6575000286102295
5,1.5181127786636353,0.6951249837875366,0.9562145471572876,0.7074999809265137
6,1.4320626258850098,0.7272499799728394,1.0148725509643555,0.7149999737739563
7,1.3210792541503906,0.7570000290870667,0.8790425062179565,0.7400000095367432
8,1.2566215991973877,0.7706249952316284,0.7809450030326843,0.7875000238418579
9,1.2010358572006226,0.7981250286102295,0.7724661827087402,0.7900000214576721
10,1.1541422605514526,0.8080000281333923,0.8040574789047241,0.7574999928474426
11,1.1177021265029907,0.8272500038146973,0.7010427117347717,0.7774999737739563
12,1.1101876497268677,0.8316249847412109,0.7719984650611877,0.7724999785423279
13,1.0717755556106567,0.8451250195503235,0.7288432121276855,0.7975000143051147
14,1.017184853553772,0.8611249923706055,0.7228241562843323,0.7900000214576721
15,0.9768738746643066,0.875,0.6016780138015747,0.8424999713897705
16,0.9607542753219604,0.8765000104904175,0.6201384663581848,0.8224999904632568
17,0.9499019980430603,0.8856250047683716,0.6198003888130188,0.8374999761581421
18,0.921944260597229,0.8928750157356262,0.6285197734832764,0.8050000071525574
19,0.9060599207878113,0.9004999995231628,0.5971527099609375,0.8324999809265137
20,0.8994625210762024,0.9007499814033508,0.578498363494873,0.8324999809265137
21,0.889415979385376,0.9039999842643738,0.5926761627197266,0.8199999928474426
22,0.8875692486763,0.8993750214576721,0.5598901510238647,0.8324999809265137
23,0.8820138573646545,0.9028750061988831,0.5733314156532288,0.8475000262260437
24,0.8708385229110718,0.9076250195503235,0.5608481764793396,0.8299999833106995
25,0.8770454525947571,0.9107499718666077,0.5622202157974243,0.8274999856948853
26,0.8541476726531982,0.9171249866485596,0.557889461517334,0.8374999761581421
27,0.8520576357841492,0.9172499775886536,0.5623811483383179,0.8324999809265137
28,0.8412943482398987,0.918874979019165,0.5280590653419495,0.8525000214576721
29,0.857761561870575,0.918749988079071,0.545910656452179,0.8500000238418579
30,0.8409870862960815,0.9150000214576721,0.5469785928726196,0.8450000286102295
31,0.8560566306114197,0.921500027179718,0.5717408657073975,0.8324999809265137
32,0.8306008577346802,0.925000011920929,0.528873085975647,0.8450000286102295
33,0.8397408723831177,0.9206249713897705,0.5387315154075623,0.8349999785423279
34,0.8331886529922485,0.921750009059906,0.5438123941421509,0.8475000262260437
35,0.8191912770271301,0.9262499809265137,0.5350019931793213,0.8450000286102295
36,0.8204075694084167,0.9263749718666077,0.5500021576881409,0.8349999785423279
37,0.8401809334754944,0.9203749895095825,0.5394180417060852,0.8450000286102295
38,0.8397677540779114,0.9191250205039978,0.5390841960906982,0.8374999761581421
